,title,text,subject,date,tokenize_text
9986,California or bust: Bernie Sanders charts a White House path,"NEW YORK (Reuters) - Defying opinion polls and expert predictions, Democratic hopeful Bernie Sanders aims to seize the party’s White House nomination from Hillary Clinton’s grasp with a last-ditch come-from-behind triumph in California. By far the most populous U.S. state, California is the largest prize of the state-by-state nominating contests, and the vote on June 7 is one of the last before Democrats convene in July to select a nominee for the Nov. 8 presidential election. An aggressive schedule of large rallies is planned along with heavy purchases of TV, radio and online advertising in three languages and a “far, far more expensive” campaign effort than in any other state, Sanders campaign sources disclosed. “I think they’re still riding rainbow unicorns if they think there’s a path,” said Steve Schale, a Florida-based strategist, of Sanders’ bid for the White House. California has been a reliable source of campaign funds for Clinton, and opinion polls show her ahead there by as many as 14 percentage points. The statistical analysis media site FiveThirtyEight gives her a 91 percent chance of winning the state primary.         The Sanders campaign push aims to net as much as a 10-point win in California, helping him deny the front-running Clinton the 2,383 convention delegates she needs to clinch the nomination and give him the momentum to force a contested convention where he can try to win over the “superdelegates,” those not decided by a state nominating contest and free to support anyone, the campaign sources said. Sanders, a U.S. senator from Vermont, has eroded Clinton’s lead in California, according to a Field Poll released on Friday. Clinton led Sanders by only 6 points in that survey, down from a double-digit lead earlier this year. “With California what we’re going to do is something that (Sanders) really likes to do: Barnstorm the place,” said Tad Devine, Sanders’ senior adviser, acknowledging Sanders’ underdog status against Clinton, the former secretary of state. That means two or three large-scale rallies a day for weeks, possibly starting in late April to target early voters, he said. Such rallies are a sweet spot for the 74-year-old New York-born democratic socialist’s firebrand speaking style championing the working class and vowing to erase economic inequality. At a late March event in The Bronx, he drew 18,500 people. Clinton leads in pledged convention delegates - those allocated to candidates on the basis of the state primaries and caucuses - with 1,287 to 1,037 for Sanders.  A candidate needs 2,383 delegates to clinch the nomination. California has 475 delegates, to be divided proportionally according to the June 7 primary vote. The Clinton campaign plans to put up a fight. Local and national surrogates will speak out in English and Spanish and staff will beef up offices up and down the West Coast as the California vote nears, her campaign said. “We’re fighting for every vote by talking to Californians about why Hillary Clinton is the only candidate in this race who will break down the barriers that hold people back and deliver real results,” Amanda Renteria, Hillary for America national political director, said in a statement to Reuters.  “Headed into the June 7 primary, our volunteers and supporters are knocking on doors and hitting the phones to share with friends, family and neighbors Hillary Clinton’s plans to create more good-paying jobs in California, keep our streets safe from gun violence, protect our environment, reform our immigration system and ensure all Californians have access to a good education and quality affordable health care.” Sanders has won seven of the last eight state nominating battles but faces a potentially rougher road in big states like New York, where Clinton was a U.S. senator and which holds an April 19 primary. Sanders aims to overcome the edge that Clinton, wife of former President Bill Clinton, has enjoyed with minorities. Larry Cohen, a senior adviser to the campaign, said the campaign aims to match or outdo the 10,000 volunteers it enlisted in New York by drawing on the Labor for Bernie volunteer group, local and national unions and other groups. “We’ll certainly do Spanish-language advertising,” Sanders’ campaign manager Jeff Weaver said. Devine said that Vietnamese was also part of the plan. The languages are nods to California’s large populations of Latino and Asian voters. Weaver compared California to Michigan, where Sanders notched a surprise win in early March after advertising in Arabic to woo the state’s heavy concentration of Muslims. The campaign has yet to set a budget for California, but given the state’s size, the effort will be “hugely expensive - far, far more expensive than any other state that we’ve done,” Weaver said.  In California so far, the campaign has raised about $9.8 million from more than 26,000 donors, the most Sanders has received from any one state, according to a Reuters analysis of campaign finance disclosures. Clinton has raked in significant sums also in California.  An analysis of campaign reports filed with the Federal Election Commission indicate her campaign raised $26,687,011.37 from donors in California from the time she entered the race in 2015 until the end of February. ",politicsNews,"April 11, 2016 ",york opinion sanders party house nomination grasp ditch come triumph state prize state state vote june nominee election schedule radio advertising campaign effort state sanders campaign rainbow path strategist sanders bid house source campaign funds opinion percentage analysis media site percent chance state sanders campaign push point win front convention nomination momentum convention state contest anyone campaign sanders senator lead field poll sanders survey lead year something sanders place sanders adviser sanders status secretary state scale day spot year york firebrand style class inequality march event people convention basis state sanders candidate nomination june vote campaign fight staff west coast vote campaign vote candidate race people director statement june share family streets gun violence environment immigration system access education quality health care sanders state road york senator sanders edge wife president bill adviser campaign campaign york labor volunteer group language advertising sanders campaign manager jeff weaver part plan sanders surprise win march advertising state concentration campaign budget state size effort state weaver campaign sanders state analysis campaign finance analysis campaign election commission campaign time race end
2649,U.S. Senate panel approves Trump pick for top Treasury tax job,"WASHINGTON (Reuters) - The Republican-led U.S. Senate Finance Committee unanimously on Thursday approved President Donald Trump’s pick for the Treasury Department’s top tax policy job, sending the nomination on to consideration by the full Senate. David Kautter, a former Senate legislative aide and long-time tax policy expert, would play a key role in the Republican push to overhaul the U.S. tax code this year, if confirmed by the 100-seat chamber as assistant Treasury secretary for tax policy.  “I’m hoping that he can be confirmed by the full Senate in short order,” said Senator Orrin Hatch, the finance committee’s Republican chairman.   No floor vote has been scheduled.   Kautter was most recently a tax partner at the firm RSM, which provides tax and audit services. He was also director of American University’s Kogod Tax Center and had a long career at the auditing and consulting firm Ernst & Young LLP. Republicans are trying to pursue tax reform along partisan lines though a parliamentary procedure known as reconciliation, which would allow them to pass tax legislation by a simple majority in the Senate. Republicans control the chamber by only a 52-48 margin and would need 60 votes for tax reform without reconciliation. Democrats reject the Republican approach to tax reform, which they say would benefit corporations and the wealthy but do little for middle-class families.     Senator Ron Wyden, the finance panel’s top Democrat, said he decided to support Kautter because he believed the nominee would work to make tax reform a bipartisan effort between Republicans and Democrats. “Bringing both sides together on the tax reform question is the key to a major set of economic reforms that will help us create more good-paying jobs and grow wages for working-class families,” Wyden said. “It is my hope that Mr. Kautter can help bring Republicans and Democrats together.” Democrats initially criticized Kautter for not doing more as national tax director at Ernst & Young to prevent a tax avoidance scandal involving tax shelters for wealthy clients that led to criminal charges more than a decade ago.  Kautter told lawmakers in a hearing this week that he regretted not doing more.  ",politicsNews,"July 20, 2017 ",senate finance committee president trump pick treasury department tax policy job nomination consideration senate senate aide time tax policy expert role push tax code year seat chamber treasury secretary tax policy senate order senator finance committee chairman floor vote tax partner firm tax audit director university tax center career firm tax reform procedure reconciliation tax legislation majority senate chamber margin tax reform reconciliation approach tax reform wealthy class finance panel democrat nominee tax reform effort sides tax reform question key set grow wages class hope tax director tax avoidance scandal tax decade hearing week
18352,Philippines' Duterte takes aim at graft agency head for query on his wealth,"MANILA (Reuters) - Philippine President Rodrigo Duterte on Wednesday vowed to file an impeachment complaint against the head of the country s anti-graft body after she launched an inquiry into allegations that he has billions of pesos in undeclared funds in bank accounts. The firebrand leader said he also wanted the chief justice of the Supreme Court removed because she allowed herself to be used as a tool by his political opponents, who are conspiring to unseat him.  We will file an impeachment case against her,  Duterte told reporters, referring to Conchita Carpio-Morales, who heads the Office of the Ombudsman, the government s anti-graft agency.  I would tend to believe she was part of the conspiracy.  Duterte was angered when the agency confirmed last month it was examining allegations that he failed to disclose the full extent of his wealth in a mandatory asset declaration when he was mayor of a southern city prior to becoming president.   In the end, they will discover, to their sorrow, there is no such amount,  he said, challenging Carpio-Morales and Supreme Court Chief Justice Maria Lourdes Sereno to join him in making public their own bank accounts and resigning from office. He said Sereno did not disclose government earnings of 30 million pesos ($588,000) for serving as a private lawyer in an airport arbitration case. Sereno already faces a pending impeachment case in Congress. Sereno made no immediate comment, but her lawyers said they were ready to answer the complaint and prove she had not committed an impeachable offense. An impeachment complaint against Carpio-Morales, who is the aunt of Duterte s son-in-law, would be based on accusations of  selective justice  and the use of  falsified documents , the president added.  Carpio-Morales  office did not respond to telephone calls from Reuters to seek comment. In an earlier statement, her office had said,  This office shall not be intimidated. We will nonetheless proceed with the probe as mandated by the constitution.      In the Philippines, the president, vice president, supreme court judges, heads of constitutional agencies and the ombudsman can only be removed through impeachment on the basis of high crimes such as treason, bribery, corruption, betrayal of public trust and constitutional violations. Duterte said the two women had conspired with members of the Liberal Party and with his critic, Senator Antonio Trillanes, who supplied the ombudsman with what he called illegally-acquired and stolen bank records. In an interview with reporters, Trillanes denied the president s latest allegations.  For me, Mr Duterte, do not avoid the issue of hidden wealth with this malicious allegation,  he added. The Liberal Party made no immediate comment when contacted by Reuters. ",worldnews,"October 4, 2017 ",manila president complaint head country graft body inquiry funds bank firebrand leader justice court tool case office ombudsman government agency part conspiracy agency month extent wealth asset declaration mayor city president end sorrow amount court justice maria bank office government earnings lawyer airport arbitration case impeachment case congress comment complaint offense complaint aunt son law justice use president office telephone comment statement office office probe constitution president vice president court ombudsman impeachment basis treason bribery corruption betrayal trust party senator ombudsman bank interview president issue wealth allegation party comment
12790,Aide to EU Commission head tweets picture of white smoke at Brexit meeting with May,"BRUSSELS (Reuters) - Martin Selmayr, a top aide to the head of the European Commission Jean-Claude Juncker, signaled on Friday there was an agreement on Britain s divorce terms with the EU by tweeting a picture of white smoke that is a symbol of the election of a new pope. Juncker, Selmayr and the EU s chief Brexit negotiator Michel Barnier are at a working breakfast with British Prime Minister Theresa May in Brussels. ",worldnews,"December 8, 2017 ",aide head commission agreement divorce eu picture smoke symbol election pope eu negotiator breakfast minister
14535,"Serbian, U.S. army paratroopers jump together to boost ties","BELGRADE (Reuters) - Paratroopers from Serbia and the United States jumped side-by-side just north of Belgrade on Friday as part of a training tailored to bolster ties between the Balkan country and NATO. The exercise dubbed Winter 2017, may raise eyebrows in Moscow which wants to keep Serbia, a Slavic and Orthodox Christian ally under its umbrella, and is worried over possible NATO expansion in the Balkans. It is also a long way from 1999 when NATO bombed what was then Yugoslavia because of its policies toward Kosovo. Although the European Union is Serbia s single largest trade partner and investor, Russia controls its oil and gas supplies. Moscow has also sought to bolster military ties with Belgrade with the donation of six MiG-29 fighter jets. Serbia is one of the few Balkan countries not in the 28-member NATO which is hugely unpopular there due to its 1999 bombing campaign. Alliance troops are still deployed in Kosovo, Serbia s former southern province, whose 2008 independence has not been accepted by Belgrade, Russia, China and some EU members. But joint exercises take place anyway. After more than 100 paratroopers from Serbian elite brigades and the U.S. Army 173rd Airborne Brigade landed on a grassy runway of a small airport near Belgrade, Serbian President Aleksandar Vucic dubbed the drill part of confidence-building activities.   The other (goal) is the creation of cooperation, partnerships and friendships (in areas that) we were not always able to boast about in the past,  Vucic told reporters. In 2006 Serbia, which maintains military neutrality, joined NATO s Partnership for Peace program and in 2015 it signed the Individual Partnership Action Plan - the highest level of cooperation for countries not aspiring to join.  Although it strives for a balance between Moscow and the West, rejecting calls from U.S. officials to pick its side, Serbia in 2017 had 13 military drills with NATO or its members, seven with the U.S. and only two with Russia. ",worldnews,"November 17, 2017 ",side side part training country exercise winter ally umbrella expansion way union trade partner investor russia oil gas donation mig member campaign alliance province independence russia china place elite army brigade runway airport president part confidence building goal creation neutrality partnership peace program partnership action plan level balance west side russia
3336,Q&A: What we know about U.S. probes of Russian meddling in 2016 election,"(Reuters) - Former FBI Director James Comey will testify to the U.S. Senate Intelligence Committee on Thursday about Russian involvement in the 2016 presidential election.  President Donald Trump’s abrupt firing of Comey on May 9 renewed attention to allegations by U.S. intelligence agencies that Russia interfered in the election to benefit Trump. It also raised questions about the motivations behind Comey’s dismissal.  The following describes what is publicly known and not known about U.S. investigations into meddling and possible collusion between Russia and members of the Trump campaign:  How did the investigations begin? Former President Barack Obama ordered U.S. intelligence agencies to assess whether Russia tried to intervene in the election after a cyber attack on the Democratic National Committee in July 2016 and the publication of thousands of hacked personal emails from Hillary Clinton’s campaign manager in the month before the Nov. 8 election. Obama told intelligence officials to deliver a report on possible foreign interference before he left the White House in January 2017.  What did the intelligence agencies find? The Central Intelligence Agency, the Federal Bureau of Investigation and the National Security Agency concluded in a report declassified in January that Russian President Vladimir Putin ordered a campaign not just to undermine confidence in the U.S. electoral system but to affect the outcome.  The agencies said Putin and the Russian government had a “clear preference” for Trump to win the White House. Putin’s associates hacked information, paid social media “trolls” and backed efforts by Russian government agencies and state-funded media to sway public opinion, the agencies said.  The report stopped short of assessing whether Russia succeeded in swaying the election result.  Putin and other Russian officials have repeatedly denied interfering in the U.S. election.  How many U.S. probes are there into Russia’s election meddling? Comey told the House Intelligence Committee on March 20 that the FBI was investigating Moscow’s role in the election, including possible collusion with Trump’s campaign.  The Justice Department announced on May 17 that it has appointed Robert Mueller, a former FBI director, as special counsel to lead an independent Russia probe. Mueller would, if the evidence merits, work in tandem with the FBI to handle any related criminal prosecutions.  In addition there are multiple committees in the Senate and House of Representatives investigating various aspects of Russian election meddling.  What has Trump said about Russia’s role in the election? Trump has not taken a clear public position.  “I will tell you this, Russia: if you’re listening, I hope you’re able to find the 30,000 emails that are missing,” Trump said at a July 2016 news conference, in reference to an FBI probe into Clinton’s use of a private email system when she was secretary of state and emails that had possibly been deleted.  Trump subsequently dismissed reports, including from U.S. intelligence officials, that Russia had attempted to intervene in the election on his behalf.  The first time Trump said he accepted the findings of the intelligence agencies was at a Jan. 11 news conference ahead of his inauguration. “As far as hacking, I think it was Russia,” Trump said, although he added: “It could have been others also.”  Trump said in May that China may have hacked the emails of Democratic officials to meddle with the election, offering no evidence and countering the view of intelligence officials.  Trump has made clear on multiple occasions he believes the Russia investigations have run their course and should be closed. “The Russia-Trump collusion story is a total hoax, when will this taxpayer funded charade end?” he wrote on Twitter on May 8.  On May 30, Trump wrote on Twitter: “Russian officials must be laughing at the U.S. & how a lame excuse for why the Dems lost the election has taken over the Fake News.”  Did the FBI probe continue after Comey’s dismissal? There is no evidence that the FBI ended or paused its investigation after Comey’s departure.  FBI acting Director Andrew McCabe, who is leading the agency, promised the Senate Intelligence Committee that Comey’s firing would not affect the investigation and that he will notify the committee of any attempt to delay or derail it.  Trump on June 6 tapped former U.S. Justice Department official Christopher Wray, who represented New Jersey Governor Chris Christie in the so-called Bridgegate scandal, to be the next FBI director. Wray will need Senate confirmation.  Why was Comey fired? The White House cited a May 9 letter to Trump from Attorney General Sessions that attached a memo from Rod Rosenstein, the deputy attorney general, on “Restoring Confidence in the FBI” that recommended Comey’s dismissal.  Rosenstein’s memo said Comey erred in July 2016 by announcing the FBI had been examining Clinton’s use of a private email server and that the case should be closed without prosecution. Rosenstein’s view was that Comey’s decision to make a public statement broke with longstanding FBI precedent and should have been handled by the then-U.S. attorney general, Loretta Lynch.  Trump called Comey a “showboat” and “grandstander” in an interview with NBC News on May 11, saying that he would have fired Comey regardless of Rosenstein’s recommendation.  In an unorthodox move, Great America Alliance, an offshoot of a pro-Trump super PAC devoted to promoting the White House agenda, developed a television ad called “Showboat” to air as Comey testifies. The ad claims Comey was “consumed with election meddling” at the expense of fighting terrorism.  Was Comey’s firing related to the FBI’s Russia probe? Whether Comey believes his firing was linked to the FBI’s Russia probe will likely be a main focus when he testifies on Thursday.  Trump asked Comey to end the agency’s investigation of Michael Flynn, his former national security adviser, and also to make some sort of public statement that he was not personally under investigation in order to clear “the cloud” hanging over his presidency, according to Comey’s prepared testimony.  Comey found it “very concerning” that Trump would ask him to drop the agency’s probe of Flynn and declined to state publicly that Trump himself was not under investigation, in part because it would create a “duty to correct” if that changed, according to the testimony.  “I need loyalty, I expect loyalty,” Trump told Comey at a January 27 dinner, according to the testimony.  Less than a week before he was fired, Comey told a congressional panel that it made him “mildly nauseous” that he may have affected the outcome of the election by publicly re-opening, and then re-closing, the Clinton email probe days before the election.  Has there been any fallout for Trump associates over contacts with Russia before, during or after the election campaign? Flynn was fired in February. The White House said he had misled Vice President Mike Pence about the contacts he had with Russia’s ambassador to the United States, Sergei Kislyak, before Trump took office.  On May 9, federal prosecutors issued grand jury subpoenas seeking business records from people who worked with Flynn when he was a private citizen. On May 10, the Senate Intelligence Committee issued the first subpoena in its Russia investigation, demanding documents from Flynn. He provided the first batch on June 6.  Sessions had to recuse himself from involvement in Russia-related probes at the Justice Department because he had not told Congress of his own contacts with Kislyak in 2016. Rosenstein is handling matters related to Russia and it is he who appointed Mueller as special counsel.  Is Trump himself under investigation? In the short letter Trump sent to Comey dismissing him from the FBI, he thanked Comey for informing him on three separate occasions that he was not under investigation. Comey confirmed in his written testimony that he told Trump that he was not personally under investigation.  ",politicsNews,"June 7, 2017 ",director senate intelligence committee involvement election president firing attention intelligence election trump meddling collusion russia trump campaign president intelligence russia election attack committee publication campaign manager month election intelligence report interference house intelligence intelligence agency bureau investigation security agency report president campaign confidence system outcome government preference trump house information media government state media opinion report russia election result interfering election russia election house intelligence committee march role election collusion campaign justice department director counsel russia probe evidence tandem addition senate house election russia role election trump position russia trump news conference reference probe use system secretary state trump intelligence election behalf time trump intelligence news conference inauguration trump china election offering evidence view intelligence trump russia course russia trump collusion story hoax taxpayer end twitter trump twitter lame excuse election news probe dismissal evidence investigation departure director agency senate intelligence committee investigation committee attempt june justice department official jersey governor scandal director confirmation house letter attorney sessions memo rod deputy attorney general confidence dismissal memo use server case prosecution view decision statement precedent attorney lynch trump showboat grandstander interview news regardless recommendation move alliance offshoot trump super pac house agenda television ad showboat air ad election meddling expense terrorism firing russia probe firing russia probe focus trump agency investigation security adviser sort statement investigation order cloud hanging presidency testimony trump agency probe state trump investigation part duty testimony loyalty loyalty trump dinner testimony week panel outcome election opening probe days election trump russia election campaign house vice president pence ambassador trump office jury business people citizen senate intelligence committee subpoena russia investigation batch june sessions involvement russia justice department congress counsel investigation letter trump investigation testimony trump investigation
9645,Trump dips toe into delicate U.S. debt discussion,"NEW YORK (Reuters) - Would Donald Trump really consider not paying portions of the U.S. debt? The prospect riled economists on Friday as stories in the New York Times and the conservative website The Blaze cast fresh scrutiny on comments Trump made a day earlier. Responding to a question about the national debt, the likely Republican presidential nominee said in an interview on CNBC on Thursday he would “borrow knowing that if the economy crashed you could make a deal.”  When asked if that meant he had taken a page from his own playbook as a businessman and try to get U.S. creditors to accept less than the full value of the bonds they hold, he said “No,” but added: “I could see long-term renegotiations where we borrow long-term at very low rates.” The reaction to his words on Friday offered the first-time political candidate a taste of how delicate the prospect of discussing economic and fiscal policy can be. It also highlighted a danger for Trump as his campaign moves from a crowded, personality-fueled contest for the Republican nomination to a general election competition where the media and members of the public expect more policy details from the candidates. “Such remarks by a major presidential candidate have no modern precedent,” the New York Times wrote in a story saying Trump’s plan implied he would “negotiate a partial repayment” of U.S. debt. “It’s beyond ludicrous and irresponsible unless you’re, say, an emerging market country,” wrote the U.S. debt analyst David Ader, the head of rates strategy at CRT Capital, in a note to clients early Friday morning.  A senior campaign adviser said Trump had not meant to suggest he would demur on any U.S. debt payments. “Mr. Trump was clear in saying that he was not going to renegotiate U.S. debt, despite being asked multiple times, and that he would not default on U.S. debt, despite being asked multiple times,” said the adviser, who did not want to be identified because he was not authorized to speak publicly. “All he said is that he believes that long term low interest Treasuries would be a better deal for the U.S. taxpayer.” Still, four Trump companies have been through bankruptcies in which his creditors were forced to accept far less than the more than $4 billion he owed them, and in the CNBC interview he spoke of loving to “play with” debt. “The United States is nowhere near debt distress,” said Charles Seville, an analyst at Fitch Ratings Inc. who focuses on government debt. Seville said if the U.S. government were to choose not to repay creditors, it would “undermine faith in the United States’s ability to borrow at low rates which is the underpinning of its high credit rating,” adding, “there’s no quick way of reducing the debt burden. It’s something that would be a product of fiscal consolidation or faster growth.”  Moreover, given that U.S. Treasuries are viewed as the safest-of-safe securities globally, underpinning the dollar’s status as the world’s preferred reserve currency, any damage to that reputation would likely unleash far-flung ructions in financial markets worldwide. The U.S. government regularly issues Treasury bills, notes and bonds maturing in a range of between four weeks and 30 years. Currently, interest rates on U.S. government debt are near historically low levels, meaning the government is able to borrow cheaply. The Treasury Department has been gradually moving more of its obligations into longer-term debt to take advantage of the low rates. ",politicsNews,"May 6, 2016 ",york trump debt prospect york times blaze cast scrutiny trump day question debt nominee interview economy deal page playbook businessman value term renegotiations term reaction time candidate taste prospect policy danger trump campaign personality contest nomination election competition media policy candidate precedent york times story trump plan repayment debt market country debt analyst head strategy capital note morning campaign adviser trump debt trump debt times debt times adviser term interest deal taxpayer trump interview debt debt distress analyst government debt government faith ability underpinning credit rating way debt burden something product consolidation growth dollar status world currency damage reputation government treasury range interest government debt government treasury department term debt advantage
8075,"Trump scores with small money, lags with big donors","NEW YORK (Reuters) - U.S. Republican presidential candidate Donald Trump has been a hit with small donors, raking in two-thirds of his individual campaign contributions in sums of $200 or less, according to financial disclosures filed on Tuesday.  But with the big-money donor class, the players Trump blasted during the primary season as greedy influence peddlers, the celebrity businessman has fallen short of expectations, the disclosures filed with the federal government showed. Trump took in 65 percent of his total $75 million in individual campaign contributions from people who pitched in $200 or less, but Super PAC contributions fell short of expectations.  Great America PAC, the pro-Trump Super PAC led by Republican operative Ed Rollins, said in July it expected to pull in more than $20 million by now. Instead, it has raised just $11 million, according to the latest campaign finance disclosures.  In a similar fashion, a pro-Trump Super PAC kicked off by Los Angeles real estate investor Tom Barrack, Rebuilding America Now, said in June it had $32 million in fundraising commitments. But it received just over $2 million that month. A spokesperson for the Super PAC says it has now raised $18 million. It will not file its next report until October 15.   The Republican kingmaker who was expected to be Trump’s single biggest backer, casino magnate Sheldon Adelson, has scaled back his initial pledge of $100 million, made in a private meeting with Trump in May, to just $5 million, according to two associates close to Adelson familiar with the matter. Democrat Hillary Clinton, who will face Trump in the Nov. 8 election, has received about a quarter of her campaign donations from people who contributed $200 or less - $71 million out of a total of $289 million, according to disclosures.  Among the biggest backers to the pro-Clinton Super PAC, Priorities USA, were Donald Sussman, president of Paloma Partners Advisors, Inc, George Soros, chairman of Soros Fund Management, and Daniel Abraham, executive at SDA Enterprises. Clinton’s money advantage will help her fund ad campaigns and get-out-the-vote efforts in the final stretch the 2016 election. She leads Trump by 4 percentage points nationally, according to the latest Reuters/Ipsos tracking poll. Together, Clinton’s campaign and Super PAC have raked in a total of $520 million. By comparison, Trump’s campaign and two Super PACs backing him have brought in a combined $200 million. Super PACs can raise unlimited money for candidates as long as they don’t directly coordinate with the campaign. The latest filings, which cover spending through August 31, showed a big increase in Trump’s spending, with $30 million in disbursements, more than any month so far. They also provided further insight into the stark differences between the two candidates’ operations. The Clinton campaign’s outlays reflect a traditional presidential playbook, spending five times more than Trump’s has on television ads and nine times more on payrolls. The Trump campaign has spent $21 million on online advertising and strategy, $11 million on T-shirts, trucker hats and yard signs, and $4 million on field consulting.  Trump recently scored a promise of a $1 million donation from the Ricketts family, which had previously backed a Super PAC opposing him, but he has yet to see the flurry of large checks that flowed into the coffers of former Republican White House rivals such as Jeb Bush and Ted Cruz.  Instead of plowing money into the Trump campaign, Adelson -  like his fellow top conservative backers, the billionaire industrialist Koch Brothers - will focus his efforts and donations on Senate and House of Representatives races, two sources said. Tuesday night’s filings show Adelson and his physician wife Miriam gave $20 million to the Senate Leadership Fund, a Republican Super PAC.  The Adelsons plan on giving an additional $20 million to the Super PAC that backs Republican House candidates, the sources said. (Corrects date) ",politicsNews,"September 21, 2016 ",york candidate trump hit campaign money donor class season influence celebrity businessman government percent campaign people pac trump super pac campaign finance fashion trump super pac estate investor barrack june month super pac report kingmaker backer casino magnate pledge meeting trump matter democrat trump election quarter campaign people total super pac president chairman fund management executive money advantage fund ad vote stretch election trump percentage poll campaign pac total comparison trump campaign money campaign filings spending increase spending month insight campaign playbook spending times trump television times trump campaign advertising strategy trucker yard field trump promise donation family pac flurry house bush money trump campaign billionaire industrialist senate house night filings wife leadership fund super pac house date
3456,Trump explained Paris accord decision to four leaders: White House,"WASHINGTON (Reuters) - President Donald Trump, in phone calls on Thursday with German Chancellor Angela Merkel, French President Emmanuel Macron, Canadian Prime Minister Justin Trudeau and British Prime Minister Theresa May, personally explained his decision to withdraw the United States from the Paris climate accord, the White House said in a statement. Trump also “reassured the leaders that America remains committed to the Transatlantic alliance and to robust efforts to protect the environment,” the White House said. ",politicsNews,"June 1, 2017 ",president trump phone chancellor president macron minister minister decision climate house statement trump alliance environment house
12919,"Extremism stems from repressive states, not Western policy, says UK's Johnson","LONDON (Reuters) - Repressive states are to blame for breeding terrorism, Britain s foreign minister Boris Johnson will say on Thursday, in a speech defending Western foreign policy and denouncing Islamist extremism.  Britain suffered four deadly attacks in London and Manchester between March and June this year that killed 36 people, and on Wednesday a man appeared in court accused of plotting to kill British Prime Minister Theresa May. Speaking to diplomats and experts at the Foreign Office in London, Johnson will call for better engagement with Muslim populations worldwide and argue that blaming Western intervention for the rise of Islamist extremism plays into the jihadi narrative, according to a briefing note issued by the Foreign Office.   To assert, as people often do, that the terrorism we see on the streets of Britain and America is some kind of punishment for adventurism and folly in the Middle East is to ignore that these so-called punishments are visited on peoples   Swedes, Belgians, Finns or the Japanese hostages murdered by Daesh - with no such history in the region,  he will say according to advanced extracts of his speech. He will say that Islamist jihadism can have the  addictive power of crack cocaine . ",worldnews,"December 7, 2017 ",terrorism minister speech policy extremism march june year people man court minister office engagement argue intervention rise extremism note office people terrorism streets kind punishment east history region speech power crack cocaine
2030,White House calls Trump's relationship with Republican lawmakers 'fine',"WASHINGTON (Reuters) - The White House said on Thursday that there was no need to repair the relationship between President Donald Trump and Republican congressional leaders, despite some recent policy disputes. “I think the relationships are fine,” White House spokeswoman Sarah Sanders said during a White House briefing. “Certainly there are going to be some policy differences, but there are also a lot of shared goals and that’s what we’re focused on.” ",politicsNews,"August 24, 2017 ",house need relationship president trump policy house spokeswoman sanders house policy lot
